trade_month,strategy,net_profit,trades,configs,picks
2026-07,KEEP_WORST,10954.0,442,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR4p5|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR4|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL
2026-07,FOLLOW_BEST,13015.0,194,5,M15_LONDON_ORB60_SKIP_NEWS_RR4|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR4p5|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR1|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR5|ORIGINAL;M1_LONDON_ORB60_SKIP_NEWS_RR1p5|ORIGINAL
2026-07,ALL_ORIGINAL,389638.0,9177,162,
2026-07,ALL_R,-406235.0,3159,162,
2026-07,ALL_RR,-511599.0,4712,162,
2026-07,ALL_RRR,-548931.0,5425,162,
2026-08,REVERSE_WORST,5817.0,85,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5|RR;M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5|RR;M1_LONDON_ORB15_INCLUDE_NEWS_RR4|RRR;M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5|RR;M5_LONDON_ORB15_INCLUDE_NEWS_RR2|RR
2026-08,KEEP_WORST,26104.0,169,5,M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR3p5|ORIGINAL;M1_LONDON_ORB15_INCLUDE_NEWS_RR4|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5|ORIGINAL;M5_LONDON_ORB15_INCLUDE_NEWS_RR2|ORIGINAL
2026-08,FOLLOW_BEST,12955.0,58,5,M15_LONDON_ORB30_INCLUDE_NEWS_RR1|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR4|ORIGINAL;M15_LONDON_ORB30_INCLUDE_NEWS_RR5|ORIGINAL;M15_LONDON_ORB30_SKIP_NEWS_RR1|ORIGINAL;M15_LONDON_ORB60_SKIP_NEWS_RR4p5|ORIGINAL
2026-08,ALL_ORIGINAL,587956.0,2944,162,
2026-08,ALL_R,60950.0,1053,162,
2026-08,ALL_RR,128173.0,1706,162,
2026-08,ALL_RRR,1554.0,2014,162,
