config,variant,trades,net,win_rate,pf,expectancy,avg_r,max_dd,max_dd_pct,recovery,months_up,months
M1_LONDON_ORB30_SKIP_NEWS_RR1p5,RR,198.0,14535.0,45.5,1.15,73.4,0.127,-14328.0,-12.67,1.01,5.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR1p5,RRR,275.0,25094.0,45.1,1.196,91.3,0.119,-16170.0,-13.46,1.55,5.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR2,ORIGINAL,428.0,-63245.0,29.2,0.741,-147.8,-0.15,-75375.0,-72.74,-0.84,1.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR2,R,106.0,-1785.0,34.0,0.971,-16.8,0.008,-14110.0,-13.15,-0.13,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR2,RR,194.0,7555.0,35.6,1.07,38.9,0.037,-13480.0,-12.4,0.56,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR2,RRR,259.0,19410.0,37.1,1.141,74.9,0.074,-15475.0,-12.96,1.25,6.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR2p5,ORIGINAL,417.0,-57194.0,26.4,0.769,-137.2,-0.136,-70104.0,-67.86,-0.82,1.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR2p5,R,106.0,-2013.0,31.1,0.969,-19.0,0.058,-16930.0,-15.65,-0.12,3.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR2p5,RR,186.0,13433.0,34.4,1.127,72.2,0.123,-14061.0,-12.73,0.96,5.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR2p5,RRR,238.0,5872.0,34.5,1.044,24.7,0.093,-21086.0,-19.36,0.28,5.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR3,ORIGINAL,406.0,-63045.0,23.9,0.746,-155.3,-0.147,-77395.0,-74.44,-0.81,3.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR3,R,106.0,-6295.0,27.4,0.907,-59.4,-0.013,-22010.0,-20.23,-0.29,3.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR3,RR,180.0,6250.0,30.6,1.058,34.7,0.077,-25125.0,-21.77,0.25,5.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR3,RRR,226.0,-2330.0,30.5,0.983,-10.3,0.043,-30415.0,-27.53,-0.08,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR3p5,ORIGINAL,404.0,-58804.0,23.0,0.764,-145.6,-0.132,-70896.0,-69.71,-0.83,3.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR3p5,R,106.0,-10590.0,25.5,0.847,-99.9,-0.036,-19460.0,-19.47,-0.54,3.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR3p5,RR,179.0,-4957.0,27.4,0.956,-27.7,-0.002,-25344.0,-24.16,-0.2,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR3p5,RRR,219.0,-8135.0,27.9,0.938,-37.1,-0.001,-25746.0,-25.7,-0.32,3.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR4,ORIGINAL,401.0,-48545.0,22.2,0.805,-121.1,-0.112,-63340.0,-61.88,-0.77,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR4,R,106.0,-7370.0,25.5,0.893,-69.5,0.026,-20790.0,-20.51,-0.35,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR4,RR,176.0,6825.0,29.5,1.064,38.8,0.117,-23580.0,-21.69,0.29,5.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR4,RRR,211.0,4575.0,28.9,1.037,21.7,0.087,-21115.0,-20.44,0.22,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR4p5,ORIGINAL,398.0,-50834.0,21.4,0.796,-127.7,-0.104,-68778.0,-67.08,-0.74,3.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR4p5,R,106.0,-3083.0,25.5,0.955,-29.1,0.078,-18892.0,-18.39,-0.16,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR4p5,RR,174.0,11441.0,29.3,1.108,65.8,0.161,-23580.0,-20.78,0.49,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR4p5,RRR,207.0,9614.0,28.5,1.079,46.4,0.129,-21115.0,-19.56,0.46,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR5,ORIGINAL,396.0,-50950.0,20.2,0.796,-128.7,-0.128,-67385.0,-66.93,-0.76,3.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR5,R,106.0,-7445.0,24.5,0.893,-70.2,0.025,-25255.0,-24.25,-0.29,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR5,RR,170.0,7815.0,27.6,1.074,46.0,0.139,-29435.0,-26.25,0.27,4.0,8.0
M1_LONDON_ORB30_SKIP_NEWS_RR5,RRR,203.0,5195.0,27.1,1.043,25.6,0.108,-27775.0,-25.69,0.19,4.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR1,ORIGINAL,491.0,-32525.0,47.0,0.883,-66.2,-0.058,-51440.0,-50.8,-0.63,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR1,R,157.0,-12970.0,51.6,0.876,-82.6,0.032,-24510.0,-22.2,-0.53,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR1,RR,285.0,30150.0,56.8,1.202,105.8,0.132,-13665.0,-11.27,2.21,5.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR1,RRR,382.0,27405.0,53.7,1.139,71.7,0.08,-14350.0,-11.31,1.91,6.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5,ORIGINAL,447.0,-63143.0,36.5,0.792,-141.3,-0.108,-82450.0,-81.56,-0.77,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5,R,157.0,2117.0,45.2,1.019,13.5,0.12,-21392.0,-18.12,0.1,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5,RR,277.0,25169.0,45.5,1.144,90.9,0.12,-12240.0,-9.99,2.06,6.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR1p5,RRR,348.0,18111.0,44.0,1.084,52.0,0.081,-14834.0,-12.35,1.22,6.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR2,ORIGINAL,424.0,-61615.0,31.8,0.8,-145.3,-0.126,-78115.0,-78.07,-0.79,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR2,R,157.0,-12865.0,36.3,0.899,-81.9,0.019,-29505.0,-25.3,-0.44,4.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR2,RR,263.0,8720.0,38.0,1.047,33.2,0.057,-18990.0,-14.87,0.46,4.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR2,RRR,313.0,-1835.0,37.4,0.992,-5.9,0.035,-26410.0,-21.2,-0.07,5.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5,ORIGINAL,418.0,-44762.0,29.7,0.857,-107.1,-0.11,-63428.0,-62.84,-0.71,4.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5,R,157.0,-32701.0,29.9,0.763,-208.3,-0.082,-50232.0,-42.74,-0.65,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5,RR,244.0,-9053.0,34.0,0.951,-37.1,0.03,-30216.0,-24.94,-0.3,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR2p5,RRR,279.0,-11539.0,34.1,0.944,-41.4,0.013,-31287.0,-26.13,-0.37,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR3,ORIGINAL,411.0,-42490.0,28.5,0.864,-103.4,-0.094,-67495.0,-66.3,-0.63,4.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR3,R,157.0,-31200.0,29.3,0.776,-198.7,-0.051,-49905.0,-42.04,-0.63,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR3,RR,236.0,-7185.0,33.1,0.961,-30.4,0.056,-30920.0,-25.03,-0.23,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR3,RRR,260.0,-17605.0,32.3,0.911,-67.7,0.015,-39870.0,-32.61,-0.44,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5,ORIGINAL,408.0,-49860.0,27.7,0.841,-122.2,-0.114,-72936.0,-73.51,-0.68,5.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5,R,157.0,-36347.0,26.8,0.745,-231.5,-0.093,-53541.0,-45.69,-0.68,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5,RR,231.0,-22388.0,29.9,0.88,-96.9,-0.02,-44486.0,-36.74,-0.5,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR3p5,RRR,252.0,-30928.0,29.8,0.844,-122.7,-0.047,-50961.0,-42.51,-0.61,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR4,ORIGINAL,407.0,-51145.0,27.3,0.837,-125.7,-0.111,-74240.0,-74.82,-0.69,4.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR4,R,157.0,-35995.0,26.8,0.748,-229.3,-0.096,-53005.0,-45.3,-0.68,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR4,RR,227.0,-16155.0,30.4,0.912,-71.2,0.015,-38665.0,-32.04,-0.42,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR4,RRR,245.0,-26475.0,29.8,0.864,-108.1,-0.026,-46920.0,-39.27,-0.56,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5,ORIGINAL,406.0,-46204.0,27.1,0.852,-113.8,-0.101,-69492.0,-70.04,-0.66,5.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5,R,157.0,-36568.0,26.8,0.744,-232.9,-0.102,-50548.0,-44.35,-0.72,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5,RR,225.0,-16873.0,29.8,0.908,-75.0,0.015,-36507.0,-31.2,-0.46,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR4p5,RRR,243.0,-27193.0,29.2,0.861,-111.9,-0.027,-44762.0,-38.65,-0.61,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR5,ORIGINAL,406.0,-42435.0,26.8,0.865,-104.5,-0.089,-67720.0,-68.25,-0.63,4.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR5,R,157.0,-43360.0,26.1,0.697,-276.2,-0.141,-54620.0,-49.09,-0.79,2.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR5,RR,223.0,-22230.0,29.1,0.878,-99.7,-0.004,-41595.0,-36.19,-0.53,3.0,8.0
M1_LONDON_ORB60_INCLUDE_NEWS_RR5,RRR,241.0,-32550.0,28.6,0.833,-135.1,-0.044,-48835.0,-42.94,-0.67,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR1,ORIGINAL,340.0,-35770.0,46.5,0.815,-105.2,-0.069,-50250.0,-50.11,-0.71,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR1,R,106.0,420.0,52.8,1.007,4.0,0.057,-15535.0,-13.4,0.03,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR1,RR,195.0,25570.0,56.4,1.267,131.1,0.118,-12280.0,-9.43,2.08,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR1,RRR,259.0,25860.0,53.7,1.205,99.8,0.08,-12965.0,-9.59,1.99,5.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR1p5,ORIGINAL,312.0,-42788.0,36.5,0.792,-137.1,-0.105,-56366.0,-56.48,-0.76,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR1p5,R,106.0,12763.0,47.2,1.186,120.4,0.17,-13367.0,-10.7,0.95,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR1p5,RR,189.0,27767.0,46.6,1.251,146.9,0.142,-11098.0,-8.19,2.5,5.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR1p5,RRR,238.0,27904.0,45.4,1.204,117.2,0.118,-19267.0,-13.64,1.45,6.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR2,ORIGINAL,292.0,-46090.0,31.5,0.778,-157.8,-0.14,-55870.0,-56.31,-0.82,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR2,R,106.0,5100.0,36.8,1.065,48.1,0.058,-19175.0,-15.43,0.27,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR2,RR,181.0,16625.0,37.0,1.137,91.9,0.057,-21320.0,-15.46,0.78,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR2,RRR,217.0,13575.0,37.3,1.095,62.6,0.054,-24865.0,-17.96,0.55,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR2p5,ORIGINAL,288.0,-38151.0,29.2,0.819,-132.5,-0.134,-49502.0,-49.89,-0.77,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR2p5,R,106.0,-4608.0,32.1,0.946,-43.5,0.019,-21921.0,-18.69,-0.21,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR2p5,RR,170.0,12909.0,35.9,1.109,75.9,0.106,-14360.0,-11.28,0.9,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR2p5,RRR,196.0,17303.0,36.7,1.133,88.3,0.107,-15466.0,-11.65,1.12,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR3,ORIGINAL,282.0,-34015.0,27.7,0.839,-120.6,-0.135,-46700.0,-47.07,-0.73,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR3,R,106.0,-7005.0,31.1,0.919,-66.1,0.027,-24540.0,-20.88,-0.29,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR3,RR,163.0,8615.0,33.7,1.073,52.9,0.1,-21165.0,-16.34,0.41,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR3,RRR,182.0,3985.0,33.5,1.031,21.9,0.062,-25375.0,-19.66,0.16,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR3p5,ORIGINAL,280.0,-32719.0,27.1,0.845,-116.9,-0.136,-45672.0,-46.03,-0.72,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR3p5,R,106.0,-16049.0,27.4,0.822,-151.4,-0.074,-33066.0,-28.26,-0.49,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR3p5,RR,160.0,-13968.0,28.7,0.886,-87.3,-0.059,-39974.0,-31.87,-0.35,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR3p5,RRR,176.0,-16718.0,29.5,0.871,-95.0,-0.07,-42364.0,-33.88,-0.39,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR4,ORIGINAL,279.0,-36425.0,26.5,0.828,-130.6,-0.14,-48895.0,-49.28,-0.74,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR4,R,106.0,-15995.0,27.4,0.822,-150.9,-0.078,-34615.0,-29.18,-0.46,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR4,RR,157.0,-8750.0,29.9,0.927,-55.7,-0.014,-36090.0,-28.58,-0.24,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR4,RRR,170.0,-13280.0,30.0,0.895,-78.1,-0.045,-40140.0,-31.87,-0.33,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR4p5,ORIGINAL,278.0,-33856.0,26.3,0.84,-121.8,-0.134,-47395.0,-47.77,-0.71,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR4p5,R,106.0,-17897.0,27.4,0.801,-168.8,-0.103,-34375.0,-29.51,-0.52,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR4p5,RR,155.0,-10583.0,29.0,0.912,-68.3,-0.027,-35755.0,-28.95,-0.3,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR4p5,RRR,168.0,-15113.0,29.2,0.88,-90.0,-0.058,-39515.0,-32.09,-0.38,2.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR5,ORIGINAL,278.0,-24630.0,26.3,0.883,-88.6,-0.099,-47395.0,-47.77,-0.52,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR5,R,106.0,-23340.0,26.4,0.742,-220.2,-0.145,-37345.0,-32.76,-0.62,3.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR5,RR,153.0,-15645.0,28.1,0.869,-102.3,-0.054,-38785.0,-32.09,-0.4,4.0,8.0
M1_LONDON_ORB60_SKIP_NEWS_RR5,RRR,166.0,-20175.0,28.3,0.84,-121.5,-0.083,-43060.0,-35.5,-0.47,3.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR1,ORIGINAL,613.0,-21605.0,46.8,0.917,-35.2,-0.055,-35820.0,-34.65,-0.6,3.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR1,R,158.0,13510.0,57.6,1.212,85.5,0.152,-16090.0,-15.24,0.84,6.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR1,RR,299.0,13510.0,55.2,1.11,45.2,0.107,-16510.0,-15.12,0.82,5.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR1,RRR,409.0,8970.0,54.0,1.052,21.9,0.082,-18775.0,-16.74,0.48,3.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5,ORIGINAL,587.0,-20845.0,37.3,0.927,-35.5,-0.074,-41884.0,-39.83,-0.5,3.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5,R,158.0,24728.0,48.1,1.331,156.5,0.203,-16590.0,-15.29,1.49,6.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5,RR,294.0,24177.0,45.2,1.168,82.2,0.126,-16405.0,-14.75,1.47,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5,RRR,387.0,28605.0,44.7,1.152,73.9,0.094,-20090.0,-18.0,1.42,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR2,ORIGINAL,570.0,-51630.0,30.0,0.832,-90.6,-0.135,-67930.0,-65.5,-0.76,3.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR2,R,158.0,22375.0,39.2,1.261,141.6,0.163,-13820.0,-13.09,1.62,5.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR2,RR,281.0,28470.0,39.1,1.192,101.3,0.124,-16735.0,-15.07,1.7,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR2,RRR,352.0,21595.0,37.8,1.114,61.3,0.077,-19105.0,-17.31,1.13,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5,ORIGINAL,563.0,-49788.0,26.3,0.843,-88.4,-0.15,-68959.0,-65.99,-0.72,2.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5,R,158.0,24544.0,34.2,1.27,155.3,0.157,-17702.0,-17.51,1.39,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5,RR,271.0,32400.0,35.4,1.217,119.6,0.146,-21875.0,-20.72,1.48,6.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5,RRR,330.0,30688.0,35.5,1.169,93.0,0.13,-24245.0,-22.77,1.27,5.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR3,ORIGINAL,559.0,-59625.0,23.8,0.816,-106.7,-0.17,-79175.0,-79.09,-0.75,3.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR3,R,158.0,24475.0,31.0,1.257,154.9,0.15,-16690.0,-16.6,1.47,7.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR3,RR,264.0,34930.0,33.0,1.229,132.3,0.166,-21875.0,-21.29,1.6,6.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR3,RRR,314.0,28700.0,32.2,1.161,91.4,0.103,-24245.0,-23.83,1.18,6.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5,ORIGINAL,553.0,-71330.0,21.2,0.783,-129.0,-0.214,-86380.0,-86.29,-0.83,2.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5,R,158.0,5915.0,26.6,1.058,37.4,0.045,-24084.0,-24.21,0.25,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5,RR,257.0,8013.0,28.0,1.052,31.2,0.055,-27467.0,-27.57,0.29,5.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5,RRR,300.0,3066.0,28.0,1.017,10.2,0.037,-26157.0,-26.17,0.12,5.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR4,ORIGINAL,552.0,-67590.0,20.5,0.796,-122.4,-0.201,-85235.0,-83.04,-0.79,2.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR4,R,158.0,4995.0,23.4,1.048,31.6,-0.012,-24035.0,-24.16,0.21,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR4,RR,255.0,8315.0,25.1,1.053,32.6,0.002,-28330.0,-28.39,0.29,6.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR4,RRR,297.0,25.0,25.6,1.0,0.1,-0.008,-28785.0,-28.93,0.0,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5,ORIGINAL,552.0,-67932.0,19.9,0.796,-123.1,-0.19,-87580.0,-84.35,-0.78,3.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5,R,158.0,13429.0,22.8,1.128,85.0,0.042,-21400.0,-21.51,0.63,6.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5,RR,253.0,14812.0,24.5,1.095,58.5,0.026,-24455.0,-24.42,0.61,5.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5,RRR,295.0,5050.0,25.1,1.028,17.1,0.008,-27638.0,-27.76,0.18,5.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR5,ORIGINAL,550.0,-65895.0,19.1,0.802,-119.8,-0.199,-83270.0,-83.18,-0.79,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR5,R,158.0,19730.0,22.2,1.187,124.9,0.068,-20000.0,-20.1,0.99,6.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR5,RR,253.0,20490.0,23.7,1.13,81.0,0.04,-23560.0,-23.45,0.87,4.0,8.0
M5_LONDON_ORB15_INCLUDE_NEWS_RR5,RRR,295.0,11385.0,24.4,1.063,38.6,0.027,-26620.0,-26.68,0.43,4.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR1,ORIGINAL,436.0,-38225.0,45.9,0.804,-87.7,-0.076,-47210.0,-45.82,-0.81,1.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR1,R,107.0,17300.0,58.9,1.485,161.7,0.178,-5580.0,-5.33,3.1,7.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR1,RR,202.0,22930.0,56.9,1.311,113.5,0.143,-6825.0,-6.04,3.36,5.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR1,RRR,278.0,19470.0,55.0,1.179,70.0,0.105,-15250.0,-13.08,1.28,5.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR1p5,ORIGINAL,418.0,-48109.0,35.9,0.777,-115.1,-0.111,-62472.0,-60.19,-0.77,2.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR1p5,R,107.0,34392.0,51.4,1.873,321.4,0.285,-5020.0,-4.45,6.85,7.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR1p5,RR,199.0,40349.0,48.2,1.475,202.8,0.198,-8167.0,-6.66,4.94,7.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR1p5,RRR,263.0,47453.0,47.1,1.41,180.4,0.157,-12149.0,-9.82,3.91,6.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR2,ORIGINAL,406.0,-66475.0,28.3,0.711,-163.7,-0.189,-76760.0,-75.17,-0.87,3.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR2,R,107.0,40145.0,43.9,1.889,375.2,0.3,-5400.0,-4.61,7.43,7.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR2,RR,189.0,53155.0,42.3,1.619,281.2,0.235,-7400.0,-5.74,7.18,7.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR2,RRR,240.0,50210.0,40.4,1.432,209.2,0.167,-11300.0,-8.74,4.44,7.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR2p5,ORIGINAL,402.0,-61713.0,24.6,0.739,-153.5,-0.207,-71338.0,-70.0,-0.87,1.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR2p5,R,107.0,37249.0,36.4,1.738,348.1,0.227,-4840.0,-4.53,7.7,6.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR2p5,RR,182.0,45938.0,36.3,1.508,252.4,0.187,-7480.0,-7.51,6.14,6.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR2p5,RRR,226.0,46710.0,36.3,1.409,206.7,0.17,-9850.0,-9.85,4.74,6.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR3,ORIGINAL,399.0,-69170.0,22.6,0.712,-173.4,-0.219,-80880.0,-80.8,-0.86,2.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR3,R,107.0,36670.0,33.6,1.685,342.7,0.226,-6560.0,-6.07,5.59,6.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR3,RR,178.0,44540.0,33.7,1.474,250.2,0.199,-9415.0,-9.46,4.73,5.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR3,RRR,217.0,41865.0,32.7,1.369,192.9,0.127,-13385.0,-13.45,3.13,6.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR3p5,ORIGINAL,395.0,-75540.0,20.3,0.689,-191.2,-0.25,-81214.0,-81.13,-0.93,0.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR3p5,R,107.0,19961.0,29.0,1.34,186.6,0.098,-10000.0,-9.62,2.0,5.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR3p5,RR,173.0,15981.0,27.2,1.167,92.4,0.016,-15270.0,-15.02,1.05,6.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR3p5,RRR,205.0,14364.0,27.3,1.128,70.1,0.013,-14293.0,-14.37,1.0,4.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR4,ORIGINAL,395.0,-67980.0,20.0,0.721,-172.1,-0.219,-74585.0,-74.51,-0.91,1.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR4,R,107.0,15215.0,24.3,1.247,142.2,-0.032,-10000.0,-9.71,1.52,5.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR4,RR,171.0,10295.0,22.8,1.104,60.2,-0.115,-16470.0,-16.56,0.63,4.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR4,RRR,202.0,5110.0,23.8,1.044,25.3,-0.1,-18695.0,-18.79,0.27,4.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR4p5,ORIGINAL,395.0,-71169.0,19.2,0.71,-180.2,-0.212,-77943.0,-77.86,-0.91,0.0,8.0
M5_LONDON_ORB15_SKIP_NEWS_RR4p5,R,107.0,19819.0,23.4,1.32,185.2,0.001,-11840.0,-9.57,1.67,6.0,8.0
