config,variant,trades,win_rate,net_profit,profit_factor,max_dd_money,max_dd_pct,expectancy,avg_r
M1_LONDON_ORB60_SKIP_NEWS_RR3,R,106,31.13,-7005.0,0.919,24540.0,20.88,-66.08,0.027
M1_LONDON_ORB60_SKIP_NEWS_RR3,RR,163,33.74,8615.0,1.073,21165.0,16.34,52.85,0.1
M1_LONDON_ORB60_SKIP_NEWS_RR3,RRR,182,33.52,3985.0,1.031,25375.0,19.66,21.9,0.062
M1_LONDON_ORB60_SKIP_NEWS_RR3p5,ORIGINAL,280,27.14,-32719.0,0.845,46452.0,46.45,-116.85,-0.136
M1_LONDON_ORB60_SKIP_NEWS_RR3p5,R,106,27.36,-16049.0,0.822,33066.0,28.26,-151.41,-0.074
M1_LONDON_ORB60_SKIP_NEWS_RR3p5,RR,160,28.75,-13968.0,0.886,39974.0,31.87,-87.3,-0.059
M1_LONDON_ORB60_SKIP_NEWS_RR3p5,RRR,176,29.55,-16718.0,0.871,42364.0,33.88,-94.99,-0.07
M1_LONDON_ORB60_SKIP_NEWS_RR4,ORIGINAL,279,26.52,-36425.0,0.828,49675.0,49.67,-130.56,-0.14
M1_LONDON_ORB60_SKIP_NEWS_RR4,R,106,27.36,-15995.0,0.822,34615.0,29.18,-150.9,-0.078
M1_LONDON_ORB60_SKIP_NEWS_RR4,RR,157,29.94,-8750.0,0.927,36090.0,28.58,-55.73,-0.014
M1_LONDON_ORB60_SKIP_NEWS_RR4,RRR,170,30.0,-13280.0,0.895,40140.0,31.87,-78.12,-0.045
M1_LONDON_ORB60_SKIP_NEWS_RR4p5,ORIGINAL,278,26.26,-33856.0,0.84,48175.0,48.18,-121.78,-0.134
M1_LONDON_ORB60_SKIP_NEWS_RR4p5,R,106,27.36,-17897.0,0.801,34375.0,29.51,-168.84,-0.103
M1_LONDON_ORB60_SKIP_NEWS_RR4p5,RR,155,29.03,-10583.0,0.912,35755.0,28.95,-68.28,-0.027
M1_LONDON_ORB60_SKIP_NEWS_RR4p5,RRR,168,29.17,-15113.0,0.88,39515.0,32.09,-89.96,-0.058
M1_LONDON_ORB60_SKIP_NEWS_RR5,ORIGINAL,278,26.26,-24630.0,0.883,48175.0,48.18,-88.6,-0.099
M1_LONDON_ORB60_SKIP_NEWS_RR5,R,106,26.42,-23340.0,0.742,37345.0,32.76,-220.19,-0.145
M1_LONDON_ORB60_SKIP_NEWS_RR5,RR,153,28.1,-15645.0,0.869,38785.0,32.09,-102.25,-0.054
M1_LONDON_ORB60_SKIP_NEWS_RR5,RRR,166,28.31,-20175.0,0.84,43060.0,35.5,-121.54,-0.083
M5_LONDON_ORB15_INCLUDE_NEWS_RR1,ORIGINAL,617,46.84,-21135.0,0.919,35820.0,34.65,-34.25,-0.055
M5_LONDON_ORB15_INCLUDE_NEWS_RR1,R,159,57.86,13955.0,1.219,16090.0,15.24,87.77,0.158
M5_LONDON_ORB15_INCLUDE_NEWS_RR1,RR,301,55.15,13280.0,1.107,16510.0,15.12,44.12,0.106
M5_LONDON_ORB15_INCLUDE_NEWS_RR1,RRR,412,54.13,9185.0,1.053,18775.0,16.74,22.29,0.084
M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5,ORIGINAL,591,37.23,-21383.0,0.926,41884.0,39.83,-36.18,-0.077
M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5,R,159,47.8,24283.0,1.324,16590.0,15.29,152.72,0.195
M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5,RR,296,45.27,24400.0,1.169,16405.0,14.75,82.43,0.127
M5_LONDON_ORB15_INCLUDE_NEWS_RR1p5,RRR,390,44.62,28143.0,1.149,20090.0,18.0,72.16,0.092
M5_LONDON_ORB15_INCLUDE_NEWS_RR2,ORIGINAL,574,29.97,-51825.0,0.832,67930.0,65.5,-90.29,-0.136
M5_LONDON_ORB15_INCLUDE_NEWS_RR2,R,159,38.99,21930.0,1.255,13820.0,13.09,137.92,0.155
M5_LONDON_ORB15_INCLUDE_NEWS_RR2,RR,283,39.22,28915.0,1.194,16735.0,15.07,102.17,0.127
M5_LONDON_ORB15_INCLUDE_NEWS_RR2,RRR,354,37.85,22040.0,1.116,19105.0,17.31,62.26,0.079
M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5,ORIGINAL,567,26.28,-49641.0,0.844,68959.0,65.99,-87.55,-0.15
M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5,R,159,33.96,24099.0,1.264,17702.0,17.51,151.57,0.15
M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5,RR,273,35.53,33068.0,1.22,21875.0,20.72,121.13,0.15
M5_LONDON_ORB15_INCLUDE_NEWS_RR2p5,RRR,332,35.54,31356.0,1.172,24245.0,22.77,94.45,0.133
M5_LONDON_ORB15_INCLUDE_NEWS_RR3,ORIGINAL,563,23.62,-61210.0,0.812,79175.0,79.09,-108.72,-0.174
M5_LONDON_ORB15_INCLUDE_NEWS_RR3,R,159,30.82,24030.0,1.251,16690.0,16.6,151.13,0.143
M5_LONDON_ORB15_INCLUDE_NEWS_RR3,RR,266,33.08,35820.0,1.234,21875.0,21.29,134.66,0.172
M5_LONDON_ORB15_INCLUDE_NEWS_RR3,RRR,316,32.28,29590.0,1.165,24245.0,23.83,93.64,0.109
M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5,ORIGINAL,557,21.01,-72915.0,0.779,86380.0,86.29,-130.91,-0.218
M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5,R,159,26.42,5470.0,1.053,24599.0,24.6,34.4,0.038
M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5,RR,259,28.19,9128.0,1.059,27836.0,27.84,35.24,0.064
M5_LONDON_ORB15_INCLUDE_NEWS_RR3p5,RRR,302,28.15,4181.0,1.023,26201.0,26.2,13.84,0.045
M5_LONDON_ORB15_INCLUDE_NEWS_RR4,ORIGINAL,556,20.32,-69175.0,0.792,85235.0,83.04,-124.42,-0.205
M5_LONDON_ORB15_INCLUDE_NEWS_RR4,R,159,23.27,4550.0,1.043,24550.0,24.55,28.62,-0.019
M5_LONDON_ORB15_INCLUDE_NEWS_RR4,RR,257,25.29,9650.0,1.061,28535.0,28.53,37.55,0.014
M5_LONDON_ORB15_INCLUDE_NEWS_RR4,RRR,299,25.75,1360.0,1.008,29300.0,29.3,4.55,0.002
M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5,ORIGINAL,556,19.78,-69517.0,0.792,87580.0,84.35,-125.03,-0.194
M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5,R,159,22.64,12984.0,1.123,21915.0,21.91,81.66,0.036
M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5,RR,255,24.71,16370.0,1.104,24455.0,24.42,64.2,0.04
M5_LONDON_ORB15_INCLUDE_NEWS_RR4p5,RRR,297,25.25,6608.0,1.037,28078.0,28.08,22.25,0.02
M5_LONDON_ORB15_INCLUDE_NEWS_RR5,ORIGINAL,554,18.95,-67480.0,0.799,83270.0,83.18,-121.81,-0.203
M5_LONDON_ORB15_INCLUDE_NEWS_RR5,R,159,22.01,19285.0,1.182,20505.0,20.51,121.29,0.061
M5_LONDON_ORB15_INCLUDE_NEWS_RR5,RR,255,23.92,22270.0,1.141,23560.0,23.45,87.33,0.056
M5_LONDON_ORB15_INCLUDE_NEWS_RR5,RRR,297,24.58,13165.0,1.073,26835.0,26.83,44.33,0.04
M5_LONDON_ORB15_SKIP_NEWS_RR1,ORIGINAL,436,45.87,-38225.0,0.804,47210.0,45.82,-87.67,-0.076
M5_LONDON_ORB15_SKIP_NEWS_RR1,R,107,58.88,17300.0,1.485,5580.0,5.33,161.68,0.178
M5_LONDON_ORB15_SKIP_NEWS_RR1,RR,202,56.93,22930.0,1.311,6825.0,6.04,113.51,0.143
M5_LONDON_ORB15_SKIP_NEWS_RR1,RRR,278,55.04,19470.0,1.179,15250.0,13.08,70.04,0.105
M5_LONDON_ORB15_SKIP_NEWS_RR1p5,ORIGINAL,418,35.89,-48109.0,0.777,62472.0,60.19,-115.09,-0.111
M5_LONDON_ORB15_SKIP_NEWS_RR1p5,R,107,51.4,34392.0,1.873,5020.0,4.45,321.42,0.285
M5_LONDON_ORB15_SKIP_NEWS_RR1p5,RR,199,48.24,40349.0,1.475,8167.0,6.66,202.76,0.198
M5_LONDON_ORB15_SKIP_NEWS_RR1p5,RRR,263,47.15,47453.0,1.41,12149.0,9.82,180.43,0.157
M5_LONDON_ORB15_SKIP_NEWS_RR2,ORIGINAL,406,28.33,-66475.0,0.711,76760.0,75.17,-163.73,-0.189
M5_LONDON_ORB15_SKIP_NEWS_RR2,R,107,43.93,40145.0,1.889,5400.0,4.61,375.19,0.3
M5_LONDON_ORB15_SKIP_NEWS_RR2,RR,189,42.33,53155.0,1.619,7400.0,5.74,281.24,0.235
M5_LONDON_ORB15_SKIP_NEWS_RR2,RRR,240,40.42,50210.0,1.432,11300.0,8.74,209.21,0.167
M5_LONDON_ORB15_SKIP_NEWS_RR2p5,ORIGINAL,402,24.63,-61713.0,0.739,71338.0,70.0,-153.51,-0.207
M5_LONDON_ORB15_SKIP_NEWS_RR2p5,R,107,36.45,37249.0,1.738,4840.0,4.53,348.12,0.227
M5_LONDON_ORB15_SKIP_NEWS_RR2p5,RR,182,36.26,45938.0,1.508,7831.0,7.83,252.41,0.187
M5_LONDON_ORB15_SKIP_NEWS_RR2p5,RRR,226,36.28,46710.0,1.409,9850.0,9.85,206.68,0.17
M5_LONDON_ORB15_SKIP_NEWS_RR3,ORIGINAL,399,22.56,-69170.0,0.712,80880.0,80.8,-173.36,-0.219
M5_LONDON_ORB15_SKIP_NEWS_RR3,R,107,33.64,36670.0,1.685,6560.0,6.07,342.71,0.226
M5_LONDON_ORB15_SKIP_NEWS_RR3,RR,178,33.71,44540.0,1.474,9930.0,9.93,250.22,0.199
M5_LONDON_ORB15_SKIP_NEWS_RR3,RRR,217,32.72,41865.0,1.369,13900.0,13.9,192.93,0.127
M5_LONDON_ORB15_SKIP_NEWS_RR3p5,ORIGINAL,395,20.25,-75540.0,0.689,81214.0,81.13,-191.24,-0.25
M5_LONDON_ORB15_SKIP_NEWS_RR3p5,R,107,28.97,19961.0,1.34,10000.0,9.62,186.55,0.098
M5_LONDON_ORB15_SKIP_NEWS_RR3p5,RR,173,27.17,15981.0,1.167,15270.0,15.02,92.38,0.016
M5_LONDON_ORB15_SKIP_NEWS_RR3p5,RRR,205,27.32,14364.0,1.128,14808.0,14.81,70.07,0.013
M5_LONDON_ORB15_SKIP_NEWS_RR4,ORIGINAL,395,20.0,-67980.0,0.721,74585.0,74.51,-172.1,-0.219
M5_LONDON_ORB15_SKIP_NEWS_RR4,R,107,24.3,15215.0,1.247,10000.0,9.71,142.2,-0.032
M5_LONDON_ORB15_SKIP_NEWS_RR4,RR,171,22.81,10295.0,1.104,16985.0,16.98,60.2,-0.115
M5_LONDON_ORB15_SKIP_NEWS_RR4,RRR,202,23.76,5110.0,1.044,19210.0,19.21,25.3,-0.1
M5_LONDON_ORB15_SKIP_NEWS_RR4p5,ORIGINAL,395,19.24,-71169.0,0.71,77943.0,77.86,-180.17,-0.212
M5_LONDON_ORB15_SKIP_NEWS_RR4p5,R,107,23.36,19819.0,1.32,11840.0,9.57,185.22,0.001
M5_LONDON_ORB15_SKIP_NEWS_RR4p5,RR,169,21.89,10799.0,1.11,18957.0,15.71,63.9,-0.134
M5_LONDON_ORB15_SKIP_NEWS_RR4p5,RRR,200,23.0,3917.0,1.034,20068.0,20.07,19.58,-0.124
M5_LONDON_ORB15_SKIP_NEWS_RR5,ORIGINAL,394,18.27,-70050.0,0.716,78160.0,78.08,-177.79,-0.231
M5_LONDON_ORB15_SKIP_NEWS_RR5,R,107,23.36,27695.0,1.447,11840.0,9.43,258.83,0.075
M5_LONDON_ORB15_SKIP_NEWS_RR5,RR,169,21.89,20220.0,1.207,18410.0,15.45,119.64,-0.079
M5_LONDON_ORB15_SKIP_NEWS_RR5,RRR,200,23.0,13770.0,1.12,19800.0,19.8,68.85,-0.07
M5_LONDON_ORB30_INCLUDE_NEWS_RR1,ORIGINAL,508,46.85,-13075.0,0.949,38010.0,34.02,-25.74,-0.048
M5_LONDON_ORB30_INCLUDE_NEWS_RR1,R,158,49.37,-22510.0,0.768,30090.0,28.23,-142.47,-0.017
M5_LONDON_ORB30_INCLUDE_NEWS_RR1,RR,289,52.6,-5700.0,0.963,25510.0,23.05,-19.72,0.047
M5_LONDON_ORB30_INCLUDE_NEWS_RR1,RRR,387,52.2,-4230.0,0.979,29510.0,26.76,-10.93,0.037
M5_LONDON_ORB30_INCLUDE_NEWS_RR1p5,ORIGINAL,482,37.14,-15923.0,0.944,46309.0,39.83,-33.04,-0.079
M5_LONDON_ORB30_INCLUDE_NEWS_RR1p5,R,158,40.51,-15119.0,0.861,28643.0,26.31,-95.69,0.005
M5_LONDON_ORB30_INCLUDE_NEWS_RR1p5,RR,283,42.76,-1428.0,0.992,24524.0,22.06,-5.05,0.045
M5_LONDON_ORB30_INCLUDE_NEWS_RR1p5,RRR,353,42.49,-4883.0,0.977,38136.0,34.06,-13.83,0.025
M5_LONDON_ORB30_INCLUDE_NEWS_RR2,ORIGINAL,465,30.97,-49770.0,0.832,68320.0,66.42,-107.03,-0.12
M5_LONDON_ORB30_INCLUDE_NEWS_RR2,R,158,34.18,-18710.0,0.842,27090.0,25.9,-118.42,0.002
M5_LONDON_ORB30_INCLUDE_NEWS_RR2,RR,271,36.16,-19735.0,0.894,34530.0,31.41,-72.82,0.001
M5_LONDON_ORB30_INCLUDE_NEWS_RR2,RRR,319,37.3,-10890.0,0.948,39135.0,35.54,-34.14,0.04
M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5,ORIGINAL,461,27.98,-49261.0,0.838,69487.0,68.19,-106.86,-0.127
M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5,R,158,29.11,-23961.0,0.809,26781.0,26.05,-151.65,-0.036
M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5,RR,259,32.43,-17799.0,0.904,27036.0,25.25,-68.72,0.009
M5_LONDON_ORB30_INCLUDE_NEWS_RR2p5,RRR,300,34.0,-14215.0,0.932,28575.0,26.51,-47.38,0.041
M5_LONDON_ORB30_INCLUDE_NEWS_RR3,ORIGINAL,455,26.59,-48650.0,0.841,71515.0,71.44,-106.92,-0.12
M5_LONDON_ORB30_INCLUDE_NEWS_RR3,R,158,25.32,-31005.0,0.762,32285.0,31.88,-196.23,-0.094
M5_LONDON_ORB30_INCLUDE_NEWS_RR3,RR,254,28.35,-29895.0,0.843,34585.0,33.98,-117.7,-0.063
M5_LONDON_ORB30_INCLUDE_NEWS_RR3,RRR,284,28.87,-31050.0,0.849,36855.0,35.82,-109.33,-0.055
M5_LONDON_ORB30_INCLUDE_NEWS_RR3p5,ORIGINAL,451,25.28,-47952.0,0.844,68218.0,68.15,-106.32,-0.121
M5_LONDON_ORB30_INCLUDE_NEWS_RR3p5,R,158,24.05,-32467.0,0.753,35219.0,35.06,-205.49,-0.105
M5_LONDON_ORB30_INCLUDE_NEWS_RR3p5,RR,250,27.6,-25584.0,0.865,32203.0,31.88,-102.34,-0.034
M5_LONDON_ORB30_INCLUDE_NEWS_RR3p5,RRR,277,28.16,-25298.0,0.875,31799.0,31.8,-91.33,-0.026
M5_LONDON_ORB30_INCLUDE_NEWS_RR4,ORIGINAL,450,24.89,-47400.0,0.846,67805.0,67.73,-105.33,-0.101
M5_LONDON_ORB30_INCLUDE_NEWS_RR4,R,158,22.78,-35110.0,0.737,37010.0,36.7,-222.22,-0.119
M5_LONDON_ORB30_INCLUDE_NEWS_RR4,RR,247,26.72,-27510.0,0.854,35450.0,34.55,-111.38,-0.04
M5_LONDON_ORB30_INCLUDE_NEWS_RR4,RRR,271,27.68,-25385.0,0.873,32395.0,31.94,-93.67,-0.022
M5_LONDON_ORB30_INCLUDE_NEWS_RR4p5,ORIGINAL,449,24.05,-51125.0,0.835,73799.0,73.72,-113.86,-0.11
M5_LONDON_ORB30_INCLUDE_NEWS_RR4p5,R,158,22.15,-36253.0,0.729,39190.0,38.72,-229.45,-0.129
M5_LONDON_ORB30_INCLUDE_NEWS_RR4p5,RR,243,25.51,-32224.0,0.829,40517.0,38.89,-132.61,-0.058
M5_LONDON_ORB30_INCLUDE_NEWS_RR4p5,RRR,267,26.59,-29496.0,0.852,36859.0,35.78,-110.47,-0.034
M5_LONDON_ORB30_INCLUDE_NEWS_RR5,ORIGINAL,449,23.61,-43370.0,0.86,69180.0,69.11,-96.59,-0.1
M5_LONDON_ORB30_INCLUDE_NEWS_RR5,R,158,22.15,-33695.0,0.748,39630.0,38.99,-213.26,-0.094
M5_LONDON_ORB30_INCLUDE_NEWS_RR5,RR,243,25.51,-27180.0,0.855,39875.0,37.7,-111.85,-0.02
M5_LONDON_ORB30_INCLUDE_NEWS_RR5,RRR,267,26.59,-23850.0,0.881,35615.0,34.05,-89.33,0.003
M5_LONDON_ORB30_SKIP_NEWS_RR1,ORIGINAL,360,45.83,-30255.0,0.842,45380.0,44.03,-84.04,-0.074
M5_LONDON_ORB30_SKIP_NEWS_RR1,R,106,50.94,-6565.0,0.886,16340.0,14.88,-61.93,0.012
M5_LONDON_ORB30_SKIP_NEWS_RR1,RR,194,53.61,6890.0,1.071,18580.0,15.28,35.52,0.075
M5_LONDON_ORB30_SKIP_NEWS_RR1,RRR,264,53.03,9560.0,1.074,19650.0,16.64,36.21,0.063
M5_LONDON_ORB30_SKIP_NEWS_RR1p5,ORIGINAL,342,35.09,-50222.0,0.764,65895.0,64.52,-146.85,-0.136
M5_LONDON_ORB30_SKIP_NEWS_RR1p5,R,106,44.34,2912.0,1.046,13908.0,12.41,27.47,0.097
M5_LONDON_ORB30_SKIP_NEWS_RR1p5,RR,191,45.55,17294.0,1.16,17115.0,13.77,90.54,0.124
M5_LONDON_ORB30_SKIP_NEWS_RR1p5,RRR,243,44.44,16070.0,1.119,18655.0,15.93,66.13,0.083
M5_LONDON_ORB30_SKIP_NEWS_RR2,ORIGINAL,328,28.05,-68195.0,0.695,79825.0,78.53,-207.91,-0.213
M5_LONDON_ORB30_SKIP_NEWS_RR2,R,106,38.68,6865.0,1.099,14650.0,13.35,64.76,0.126
M5_LONDON_ORB30_SKIP_NEWS_RR2,RR,184,38.04,5555.0,1.047,20400.0,17.52,30.19,0.079
M5_LONDON_ORB30_SKIP_NEWS_RR2,RRR,222,38.74,13295.0,1.098,19145.0,16.76,59.89,0.107
M5_LONDON_ORB30_SKIP_NEWS_RR2p5,ORIGINAL,327,26.3,-55123.0,0.757,68756.0,67.47,-168.57,-0.189
M5_LONDON_ORB30_SKIP_NEWS_RR2p5,R,106,33.02,1469.0,1.02,14133.0,12.81,13.86,0.079
M5_LONDON_ORB30_SKIP_NEWS_RR2p5,RR,175,34.29,10636.0,1.092,16436.0,14.41,60.78,0.098
M5_LONDON_ORB30_SKIP_NEWS_RR2p5,RRR,208,36.06,14507.0,1.108,17445.0,14.89,69.75,0.129
M5_LONDON_ORB30_SKIP_NEWS_RR3,ORIGINAL,322,24.84,-58380.0,0.743,71790.0,71.71,-181.3,-0.191
M5_LONDON_ORB30_SKIP_NEWS_RR3,R,106,28.3,-7995.0,0.899,19945.0,18.16,-75.42,-0.017
M5_LONDON_ORB30_SKIP_NEWS_RR3,RR,172,30.23,-30.0,1.0,17225.0,15.61,-0.17,0.015
M5_LONDON_ORB30_SKIP_NEWS_RR3,RRR,196,30.1,-2915.0,0.978,18540.0,17.1,-14.87,0.001
M5_LONDON_ORB30_SKIP_NEWS_RR3p5,ORIGINAL,319,23.51,-56143.0,0.754,67877.0,67.81,-176.0,-0.187
M5_LONDON_ORB30_SKIP_NEWS_RR3p5,R,106,27.36,-10522.0,0.868,20404.0,19.3,-99.26,-0.028
M5_LONDON_ORB30_SKIP_NEWS_RR3p5,RR,169,29.59,1743.0,1.015,16712.0,15.94,10.31,0.051
M5_LONDON_ORB30_SKIP_NEWS_RR3p5,RRR,190,29.47,-39.0,1.0,17942.0,17.32,-0.21,0.035
M5_LONDON_ORB30_SKIP_NEWS_RR4,ORIGINAL,319,23.2,-58650.0,0.744,70265.0,70.19,-183.86,-0.174
M5_LONDON_ORB30_SKIP_NEWS_RR4,R,106,25.47,-15100.0,0.815,25295.0,23.41,-142.45,-0.073
M5_LONDON_ORB30_SKIP_NEWS_RR4,RR,166,28.31,-2625.0,0.978,19635.0,18.15,-15.81,0.023
M5_LONDON_ORB30_SKIP_NEWS_RR4,RRR,184,28.8,-1765.0,0.986,19635.0,18.32,-9.59,0.03
M5_LONDON_ORB30_SKIP_NEWS_RR4p5,ORIGINAL,319,22.57,-58194.0,0.747,71296.0,71.22,-182.43,-0.172
M5_LONDON_ORB30_SKIP_NEWS_RR4p5,R,106,24.53,-18938.0,0.768,30990.0,28.07,-178.66,-0.117
M5_LONDON_ORB30_SKIP_NEWS_RR4p5,RR,162,26.54,-10542.0,0.91,26120.0,23.42,-65.07,-0.026
M5_LONDON_ORB30_SKIP_NEWS_RR4p5,RRR,180,27.22,-9079.0,0.928,23457.0,21.17,-50.44,-0.009
M5_LONDON_ORB30_SKIP_NEWS_RR5,ORIGINAL,319,21.94,-52930.0,0.771,67520.0,67.45,-165.92,-0.168
M5_LONDON_ORB30_SKIP_NEWS_RR5,R,106,24.53,-19075.0,0.767,29965.0,27.68,-179.95,-0.092
M5_LONDON_ORB30_SKIP_NEWS_RR5,RR,162,26.54,-8700.0,0.926,24615.0,22.3,-53.7,0.005
M5_LONDON_ORB30_SKIP_NEWS_RR5,RRR,180,27.22,-6635.0,0.948,21945.0,19.81,-36.86,0.025
M5_LONDON_ORB60_INCLUDE_NEWS_RR1,ORIGINAL,383,44.65,-17595.0,0.928,41265.0,37.93,-45.94,-0.085
M5_LONDON_ORB60_INCLUDE_NEWS_RR1,R,157,52.87,-16610.0,0.856,31640.0,30.69,-105.8,0.052
M5_LONDON_ORB60_INCLUDE_NEWS_RR1,RR,270,55.93,13530.0,1.08,19800.0,17.75,50.11,0.103
M5_LONDON_ORB60_INCLUDE_NEWS_RR1,RRR,335,54.33,5190.0,1.025,22300.0,20.82,15.49,0.065
M5_LONDON_ORB60_INCLUDE_NEWS_RR1p5,ORIGINAL,359,35.38,-42094.0,0.844,59892.0,59.89,-117.25,-0.131
M5_LONDON_ORB60_INCLUDE_NEWS_RR1p5,R,157,45.22,-6674.0,0.947,26759.0,24.9,-42.51,0.093
M5_LONDON_ORB60_INCLUDE_NEWS_RR1p5,RR,254,45.28,853.0,1.005,21302.0,17.86,3.36,0.073
M5_LONDON_ORB60_INCLUDE_NEWS_RR1p5,RRR,298,44.63,-11889.0,0.945,30274.0,27.57,-39.9,0.046
M5_LONDON_ORB60_INCLUDE_NEWS_RR2,ORIGINAL,351,30.2,-62765.0,0.777,77845.0,77.84,-178.82,-0.173
M5_LONDON_ORB60_INCLUDE_NEWS_RR2,R,157,36.94,-22805.0,0.834,36770.0,35.05,-145.25,-0.001
M5_LONDON_ORB60_INCLUDE_NEWS_RR2,RR,237,37.55,-23635.0,0.879,37510.0,33.82,-99.73,0.011
M5_LONDON_ORB60_INCLUDE_NEWS_RR2,RRR,262,39.31,-16790.0,0.919,39925.0,35.67,-64.08,0.056
M5_LONDON_ORB60_INCLUDE_NEWS_RR2p5,ORIGINAL,349,28.65,-52983.0,0.813,71654.0,71.65,-151.81,-0.167
M5_LONDON_ORB60_INCLUDE_NEWS_RR2p5,R,157,30.57,-46054.0,0.688,51546.0,49.87,-293.34,-0.134
M5_LONDON_ORB60_INCLUDE_NEWS_RR2p5,RR,223,34.08,-42022.0,0.786,50989.0,47.72,-188.44,-0.043
M5_LONDON_ORB60_INCLUDE_NEWS_RR2p5,RRR,239,34.73,-41944.0,0.795,50411.0,47.4,-175.5,-0.04
M5_LONDON_ORB60_INCLUDE_NEWS_RR3,ORIGINAL,349,28.37,-45140.0,0.841,65670.0,65.67,-129.34,-0.147
M5_LONDON_ORB60_INCLUDE_NEWS_RR3,R,157,28.03,-52005.0,0.658,57420.0,55.82,-331.24,-0.166
M5_LONDON_ORB60_INCLUDE_NEWS_RR3,RR,218,31.19,-48030.0,0.758,56765.0,53.46,-220.32,-0.071
M5_LONDON_ORB60_INCLUDE_NEWS_RR3,RRR,227,31.72,-51770.0,0.745,60545.0,57.0,-228.06,-0.082
M5_LONDON_ORB60_INCLUDE_NEWS_RR3p5,ORIGINAL,346,27.75,-42241.0,0.851,60327.0,60.33,-122.08,-0.155
M5_LONDON_ORB60_INCLUDE_NEWS_RR3p5,R,157,27.39,-49178.0,0.677,55495.0,53.7,-313.24,-0.164
M5_LONDON_ORB60_INCLUDE_NEWS_RR3p5,RR,216,30.56,-47220.0,0.761,55762.0,52.82,-218.61,-0.078
M5_LONDON_ORB60_INCLUDE_NEWS_RR3p5,RRR,221,30.32,-49825.0,0.752,58367.0,55.29,-225.45,-0.086
M5_LONDON_ORB60_INCLUDE_NEWS_RR4,ORIGINAL,346,27.75,-42380.0,0.851,63480.0,63.48,-122.49,-0.148
M5_LONDON_ORB60_INCLUDE_NEWS_RR4,R,157,26.11,-51360.0,0.667,57800.0,56.09,-327.13,-0.189
M5_LONDON_ORB60_INCLUDE_NEWS_RR4,RR,214,29.44,-48930.0,0.753,58020.0,54.9,-228.64,-0.1
M5_LONDON_ORB60_INCLUDE_NEWS_RR4,RRR,218,29.36,-51300.0,0.745,60390.0,57.14,-235.32,-0.105
M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5,ORIGINAL,346,27.46,-37709.0,0.867,57424.0,57.42,-108.99,-0.15
M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5,R,157,25.48,-58002.0,0.624,62842.0,60.99,-369.44,-0.23
M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5,RR,211,28.44,-59779.0,0.697,65149.0,62.9,-283.31,-0.155
M5_LONDON_ORB60_INCLUDE_NEWS_RR4p5,RRR,215,28.37,-62149.0,0.689,67519.0,65.19,-289.07,-0.159
M5_LONDON_ORB60_INCLUDE_NEWS_RR5,ORIGINAL,346,27.17,-39130.0,0.863,62405.0,62.4,-113.09,-0.155
M5_LONDON_ORB60_INCLUDE_NEWS_RR5,R,157,25.48,-54575.0,0.647,59415.0,57.66,-347.61,-0.207
M5_LONDON_ORB60_INCLUDE_NEWS_RR5,RR,211,28.44,-55650.0,0.718,61020.0,58.92,-263.74,-0.134
M5_LONDON_ORB60_INCLUDE_NEWS_RR5,RRR,215,28.37,-58020.0,0.71,63390.0,61.2,-269.86,-0.138
M5_LONDON_ORB60_SKIP_NEWS_RR1,ORIGINAL,257,43.58,-22075.0,0.865,32045.0,32.04,-85.89,-0.105
M5_LONDON_ORB60_SKIP_NEWS_RR1,R,105,56.19,390.0,1.006,13800.0,12.74,3.71,0.108
M5_LONDON_ORB60_SKIP_NEWS_RR1,RR,179,56.42,14350.0,1.135,18055.0,14.59,80.17,0.114
M5_LONDON_ORB60_SKIP_NEWS_RR1,RRR,220,54.55,7465.0,1.058,20555.0,17.3,33.93,0.069
M5_LONDON_ORB60_SKIP_NEWS_RR1p5,ORIGINAL,243,34.57,-28036.0,0.841,40514.0,40.51,-115.37,-0.144
M5_LONDON_ORB60_SKIP_NEWS_RR1p5,R,105,48.57,10919.0,1.147,13380.0,11.43,103.99,0.164
M5_LONDON_ORB60_SKIP_NEWS_RR1p5,RR,168,46.43,10764.0,1.093,17472.0,14.23,64.07,0.101
M5_LONDON_ORB60_SKIP_NEWS_RR1p5,RRR,197,46.19,4884.0,1.036,19902.0,16.71,24.79,0.078
M5_LONDON_ORB60_SKIP_NEWS_RR2,ORIGINAL,236,28.81,-44780.0,0.759,56225.0,56.22,-189.75,-0.216
