#,ticket,direction,lots,session_name,session,trade_in_session,entry_time,entry_price,sl,tp,exit_time,exit_price,exit_reason,range_high,range_low,range_mid,gross_profit,commission,net_profit,r_multiple,balance_after,duration_min
3,3,SELL,1.0,london,2026-01-02 03:00:00,1,2026-01-02 03:45:00,4402.7,4407.12,4398.28,2026-01-02 03:46:00,4407.12,STOP LOSS hit,4398.5,4392.6,4395.55,-442.0000000000073,0.0,-442.0000000000073,-1.0,98137.99999999991,1.0
4,4,SELL,1.0,london,2026-01-02 03:00:00,2,2026-01-02 05:15:00,4400.2,4404.62,4395.78,2026-01-02 05:37:00,4404.62,STOP LOSS hit,4398.5,4392.6,4395.55,-442.0000000000073,0.0,-442.0000000000073,-1.0,97695.99999999991,22.0
6,6,SELL,1.0,london,2026-01-06 03:00:00,1,2026-01-06 03:30:00,4481.4,4486.5,4476.3,2026-01-06 03:41:00,4476.3,TAKE PROFIT hit,4473.7,4466.9,4470.299999999999,509.99999999994543,0.0,509.99999999994543,0.9999999999998217,100205.99999999985,11.0
7,7,BUY,1.0,london,2026-01-06 03:00:00,2,2026-01-06 04:45:00,4465.9,4460.8,4471.0,2026-01-06 04:47:00,4460.8,STOP LOSS hit,4473.7,4466.9,4470.299999999999,-509.99999999994543,0.0,-509.99999999994543,-1.0,99695.99999999991,2.0
8,8,SELL,1.0,london,2026-01-06 03:00:00,3,2026-01-06 07:00:00,4474.1,4479.2,4469.0,2026-01-06 08:16:00,4479.2,STOP LOSS hit,4473.7,4466.9,4470.299999999999,-509.99999999994543,0.0,-509.99999999994543,-1.0,99185.99999999997,76.0
11,11,BUY,1.0,london,2026-01-08 03:00:00,1,2026-01-08 03:45:00,4428.8,4422.58,4435.02,2026-01-08 03:53:00,4435.02,TAKE PROFIT hit,4441.4,4433.1,4437.25,622.0000000000255,0.0,622.0000000000255,1.0,101928.00000000006,8.0
12,12,BUY,1.0,london,2026-01-08 03:00:00,2,2026-01-08 05:30:00,4432.2,4425.98,4438.42,2026-01-08 05:33:00,4438.42,TAKE PROFIT hit,4441.4,4433.1,4437.25,622.0000000000255,0.0,622.0000000000255,1.0,102550.00000000009,3.0
13,13,SELL,1.0,london,2026-01-08 03:00:00,3,2026-01-08 06:00:00,4441.5,4447.72,4435.28,2026-01-08 06:22:00,4435.28,TAKE PROFIT hit,4441.4,4433.1,4437.25,622.0000000000255,0.0,622.0000000000255,1.0,103172.00000000012,22.0
18,18,SELL,1.0,london,2026-01-12 03:00:00,1,2026-01-12 04:00:00,4606.9,4612.67,4601.13,2026-01-12 04:49:00,4601.13,TAKE PROFIT hit,4599.8,4592.1,4595.950000000001,576.9999999999527,0.0,576.9999999999527,0.9999999999998423,107149.0,49.0
19,19,SELL,1.0,london,2026-01-12 03:00:00,2,2026-01-12 05:15:00,4602.3,4608.07,4596.53,2026-01-12 06:24:00,4596.53,TAKE PROFIT hit,4599.8,4592.1,4595.950000000001,577.0000000000437,0.0,577.0000000000437,1.0000000000001577,107726.00000000004,69.0
20,20,SELL,1.0,london,2026-01-12 03:00:00,3,2026-01-12 06:45:00,4601.7,4607.47,4595.93,2026-01-12 06:50:00,4595.93,TAKE PROFIT hit,4599.8,4592.1,4595.950000000001,576.9999999999527,0.0,576.9999999999527,0.9999999999998423,108303.0,5.0
23,23,SELL,1.0,london,2026-01-15 03:00:00,1,2026-01-15 03:45:00,4610.6,4615.78,4605.42,2026-01-15 03:55:00,4605.42,TAKE PROFIT hit,4609.1,4602.2,4605.65,518.0000000000291,0.0,518.0000000000291,1.0000000000001756,107490.99999999991,10.0
24,24,SELL,1.0,london,2026-01-15 03:00:00,2,2026-01-15 04:45:00,4613.6,4618.78,4608.42,2026-01-15 05:18:00,4618.78,STOP LOSS hit,4609.1,4602.2,4605.65,-517.9999999999382,0.0,-517.9999999999382,-1.0,106972.99999999997,33.0
27,27,BUY,1.0,london,2026-01-16 03:00:00,1,2026-01-16 03:45:00,4605.9,4601.62,4610.18,2026-01-16 03:54:00,4610.18,TAKE PROFIT hit,4614.5,4608.8,4611.65,428.0000000000655,0.0,428.0000000000655,1.0000000000002125,106391.0,9.0
28,28,BUY,1.0,london,2026-01-16 03:00:00,2,2026-01-16 06:00:00,4604.1,4599.83,4608.37,2026-01-16 06:13:00,4608.37,TAKE PROFIT hit,4614.5,4608.8,4611.65,426.9999999999527,0.0,426.9999999999527,0.999999999999787,106817.99999999996,13.0
29,29,SELL,1.0,london,2026-01-16 03:00:00,3,2026-01-16 06:30:00,4614.9,4619.17,4610.63,2026-01-16 06:41:00,4619.17,STOP LOSS hit,4614.5,4608.8,4611.65,-427.00000000004366,0.0,-427.00000000004366,-1.0,106390.99999999991,11.0
32,32,BUY,1.0,london,2026-01-19 03:00:00,1,2026-01-19 04:00:00,4668.0,4660.58,4675.42,2026-01-19 04:12:00,4675.42,TAKE PROFIT hit,4678.9,4669.0,4673.95,742.0000000000073,0.0,742.0000000000073,1.0,105332.99999999991,12.0
33,33,BUY,1.0,london,2026-01-19 03:00:00,2,2026-01-19 05:45:00,4666.4,4658.98,4673.82,2026-01-19 07:16:00,4673.82,TAKE PROFIT hit,4678.9,4669.0,4673.95,742.0000000000073,0.0,742.0000000000073,1.0,106074.99999999991,91.0
35,35,SELL,1.0,london,2026-01-20 03:00:00,1,2026-01-20 04:00:00,4735.5,4743.68,4727.32,2026-01-20 04:20:00,4727.32,TAKE PROFIT hit,4731.3,4720.4,4725.85,818.0000000000291,0.0,818.0000000000291,1.0,108102.99999999997,20.0
36,36,SELL,1.0,london,2026-01-20 03:00:00,2,2026-01-20 06:00:00,4732.3,4740.48,4724.12,2026-01-20 06:52:00,4740.48,STOP LOSS hit,4731.3,4720.4,4725.85,-817.9999999999382,0.0,-817.9999999999382,-1.0,107285.00000000003,52.0
37,37,SELL,1.0,london,2026-01-20 03:00:00,3,2026-01-20 08:45:00,4735.6,4743.78,4727.42,2026-01-20 08:59:00,4743.78,STOP LOSS hit,4731.3,4720.4,4725.85,-817.9999999999382,0.0,-817.9999999999382,-1.0,106467.00000000009,14.0
39,39,SELL,1.0,london,2026-01-21 03:00:00,1,2026-01-21 03:30:00,4868.8,4876.6,4861.0,2026-01-21 03:47:00,4861.0,TAKE PROFIT hit,4866.1,4855.7,4860.9,780.0000000000182,0.0,780.0000000000182,1.0,108347.0000000001,17.0
40,40,SELL,1.0,london,2026-01-21 03:00:00,2,2026-01-21 04:30:00,4877.9,4885.7,4870.1,2026-01-21 04:37:00,4870.1,TAKE PROFIT hit,4866.1,4855.7,4860.9,779.9999999999272,0.0,779.9999999999272,0.9999999999998834,109127.00000000003,7.0
41,41,SELL,1.0,london,2026-01-21 03:00:00,3,2026-01-21 05:45:00,4867.4,4875.2,4859.6,2026-01-21 06:46:00,4859.6,TAKE PROFIT hit,4866.1,4855.7,4860.9,779.9999999999272,0.0,779.9999999999272,0.9999999999998834,109906.99999999996,61.0
44,44,BUY,1.0,london,2026-01-23 03:00:00,1,2026-01-23 03:30:00,4914.8,4909.25,4920.35,2026-01-23 03:33:00,4920.35,TAKE PROFIT hit,4948.7,4941.3,4945.0,555.0000000000182,0.0,555.0000000000182,1.0,108322.00000000001,3.0
47,47,SELL,1.0,london,2026-01-26 03:00:00,1,2026-01-26 03:30:00,5094.4,5101.38,5087.42,2026-01-26 03:47:00,5087.42,TAKE PROFIT hit,5094.1,5084.8,5089.450000000001,697.9999999999563,0.0,697.9999999999563,0.9999999999998697,110139.99999999985,17.0
48,48,SELL,1.0,london,2026-01-26 03:00:00,2,2026-01-26 04:30:00,5094.7,5101.68,5087.72,2026-01-26 04:40:00,5087.72,TAKE PROFIT hit,5094.1,5084.8,5089.450000000001,697.9999999999563,0.0,697.9999999999563,0.9999999999998697,110837.99999999981,10.0
49,49,BUY,1.0,london,2026-01-26 03:00:00,3,2026-01-26 05:00:00,5082.4,5075.42,5089.38,2026-01-26 05:32:00,5089.38,TAKE PROFIT hit,5094.1,5084.8,5089.450000000001,698.0000000000473,0.0,698.0000000000473,1.0000000000001303,111535.99999999985,32.0
52,52,BUY,1.0,london,2026-01-27 03:00:00,1,2026-01-27 03:30:00,5073.7,5066.72,5080.68,2026-01-27 03:46:00,5080.68,TAKE PROFIT hit,5084.1,5074.8,5079.450000000001,698.0000000000473,0.0,698.0000000000473,1.0000000000001303,114338.99999999993,16.0
53,53,SELL,1.0,london,2026-01-27 03:00:00,2,2026-01-27 04:30:00,5084.4,5091.38,5077.42,2026-01-27 04:52:00,5091.38,STOP LOSS hit,5084.1,5074.8,5079.450000000001,-698.0000000000473,0.0,-698.0000000000473,-1.0,113640.99999999988,22.0
54,54,SELL,1.0,london,2026-01-27 03:00:00,3,2026-01-27 06:15:00,5086.7,5093.68,5079.72,2026-01-27 06:32:00,5079.72,TAKE PROFIT hit,5084.1,5074.8,5079.450000000001,697.9999999999563,0.0,697.9999999999563,0.9999999999998697,114338.99999999984,17.0
56,56,BUY,1.0,london,2026-01-29 03:00:00,1,2026-01-29 03:45:00,5514.4,5490.7,5538.1,2026-01-29 03:50:00,5538.1,TAKE PROFIT hit,5584.8,5553.2,5569.0,2370.0000000000728,0.0,2370.0000000000728,1.0000000000000384,118608.99999999991,5.0
57,57,BUY,1.0,london,2026-01-29 03:00:00,2,2026-01-29 05:00:00,5544.7,5521.0,5568.4,2026-01-29 05:57:00,5521.0,STOP LOSS hit,5584.8,5553.2,5569.0,-2369.999999999982,0.0,-2369.999999999982,-1.0,116238.99999999993,57.0
58,58,BUY,1.0,london,2026-01-29 03:00:00,3,2026-01-29 08:15:00,5544.9,5521.2,5568.6,2026-01-29 09:09:00,5568.6,TAKE PROFIT hit,5584.8,5553.2,5569.0,2370.0000000000728,0.0,2370.0000000000728,1.0000000000000384,118609.0,54.0
63,63,SELL,1.0,london,2026-02-03 03:00:00,1,2026-02-03 03:30:00,4959.3,4985.4,4933.2,2026-02-03 04:03:00,4933.0,TAKE PROFIT hit,4955.8,4921.0,4938.4,2630.000000000018,0.0,2630.000000000018,1.0076628352490702,154798.99999999988,33.0
64,64,BUY,1.0,london,2026-02-03 03:00:00,2,2026-02-03 04:30:00,4915.2,4889.1,4941.3,2026-02-03 04:40:00,4941.3,TAKE PROFIT hit,4955.8,4921.0,4938.4,2610.0000000000364,0.0,2610.0000000000364,1.0000000000000349,157408.9999999999,10.0
65,65,SELL,1.0,london,2026-02-03 03:00:00,3,2026-02-03 08:30:00,4961.3,4987.4,4935.2,2026-02-03 09:16:00,4935.2,TAKE PROFIT hit,4955.8,4921.0,4938.4,2610.0000000000364,0.0,2610.0000000000364,1.0000000000000349,160018.99999999994,46.0
67,67,BUY,1.0,london,2026-02-05 03:00:00,1,2026-02-05 04:15:00,4885.4,4863.5,4907.3,2026-02-05 04:26:00,4907.3,TAKE PROFIT hit,4961.2,4932.0,4946.6,2190.0000000000546,0.0,2190.0000000000546,1.0000000000000415,168298.99999999997,11.0
69,69,SELL,1.0,london,2026-02-06 03:00:00,1,2026-02-06 03:30:00,4888.7,4907.75,4869.65,2026-02-06 04:03:00,4869.65,TAKE PROFIT hit,4874.9,4849.5,4862.2,1905.0000000000182,0.0,1905.0000000000182,1.0,178793.99999999997,33.0
70,70,SELL,1.0,london,2026-02-06 03:00:00,2,2026-02-06 04:30:00,4887.3,4906.35,4868.25,2026-02-06 06:01:00,4906.35,STOP LOSS hit,4874.9,4849.5,4862.2,-1905.0000000000182,0.0,-1905.0000000000182,-1.0,176888.99999999994,91.0
73,73,SELL,1.0,london,2026-02-09 03:00:00,1,2026-02-09 03:30:00,5046.1,5059.75,5032.45,2026-02-09 04:03:00,5059.75,STOP LOSS hit,5042.1,5023.9,5033.0,-1364.9999999999636,0.0,-1364.9999999999636,-1.0,178004.0,33.0
74,74,BUY,1.0,london,2026-02-09 03:00:00,2,2026-02-09 05:30:00,5012.8,4999.15,5026.45,2026-02-09 06:29:00,5026.45,TAKE PROFIT hit,5042.1,5023.9,5033.0,1364.9999999999636,0.0,1364.9999999999636,0.9999999999999334,179368.99999999997,59.0
75,75,SELL,1.0,london,2026-02-09 03:00:00,3,2026-02-09 08:15:00,5044.5,5058.15,5030.85,2026-02-09 08:23:00,5030.85,TAKE PROFIT hit,5042.1,5023.9,5033.0,1364.9999999999636,0.0,1364.9999999999636,1.0,180733.99999999994,8.0
78,78,SELL,1.0,london,2026-02-10 03:00:00,1,2026-02-10 03:45:00,5070.3,5080.35,5060.25,2026-02-10 03:59:00,5060.25,TAKE PROFIT hit,5063.0,5049.6,5056.3,1005.0000000000182,0.0,1005.0000000000182,1.0,179388.99999999997,14.0
79,79,SELL,1.0,london,2026-02-10 03:00:00,2,2026-02-10 08:15:00,5064.2,5074.25,5054.15,2026-02-10 08:32:00,5074.25,STOP LOSS hit,5063.0,5049.6,5056.3,-1005.0000000000182,0.0,-1005.0000000000182,-1.0,178383.99999999994,17.0
82,82,BUY,1.0,london,2026-02-12 03:00:00,1,2026-02-12 03:30:00,5081.8,5074.53,5089.07,2026-02-12 03:33:00,5074.53,STOP LOSS hit,5095.0,5085.3,5090.15,-727.0000000000437,0.0,-727.0000000000437,-1.0,176026.99999999988,3.0
83,83,BUY,1.0,london,2026-02-12 03:00:00,2,2026-02-12 05:30:00,5083.5,5076.23,5090.77,2026-02-12 07:36:00,5090.77,TAKE PROFIT hit,5095.0,5085.3,5090.15,727.0000000000437,0.0,727.0000000000437,1.0,176753.99999999994,126.0
84,84,SELL,1.0,london,2026-02-12 03:00:00,3,2026-02-12 08:45:00,5098.6,5105.88,5091.32,2026-02-12 08:56:00,5105.88,STOP LOSS hit,5095.0,5085.3,5090.15,-727.9999999999745,0.0,-727.9999999999745,-1.0,176025.99999999997,11.0
88,88,SELL,1.0,london,2026-02-16 03:00:00,1,2026-02-16 04:30:00,5033.8,5046.18,5021.42,2026-02-16 05:30:00,5021.42,TAKE PROFIT hit,5032.8,5016.3,5024.55,1238.000000000011,0.0,1238.000000000011,1.0,182793.9999999999,60.0
89,89,BUY,1.0,london,2026-02-16 03:00:00,2,2026-02-16 08:30:00,5015.1,5002.73,5027.47,2026-02-16 09:30:00,5012.8,stop time,5032.8,5016.3,5024.55,-230.0000000000182,0.0,-230.0000000000182,-0.1859337105901401,182563.99999999988,60.0
91,91,SELL,1.0,london,2026-02-17 03:00:00,1,2026-02-17 05:15:00,4955.9,4966.85,4944.95,2026-02-17 05:30:00,4944.95,TAKE PROFIT hit,4949.4,4934.8,4942.1,1094.9999999999818,0.0,1094.9999999999818,0.999999999999917,186188.99999999988,15.0
92,92,BUY,1.0,london,2026-02-17 03:00:00,2,2026-02-17 06:00:00,4932.5,4921.55,4943.45,2026-02-17 06:09:00,4943.45,TAKE PROFIT hit,4949.4,4934.8,4942.1,1094.9999999999818,0.0,1094.9999999999818,1.0,187283.99999999985,9.0
93,93,SELL,1.0,london,2026-02-17 03:00:00,3,2026-02-17 07:15:00,4953.4,4964.35,4942.45,2026-02-17 08:07:00,4942.45,TAKE PROFIT hit,4949.4,4934.8,4942.1,1094.9999999999818,0.0,1094.9999999999818,0.999999999999917,188378.99999999983,52.0
95,95,BUY,1.0,london,2026-02-18 03:00:00,1,2026-02-18 03:30:00,4946.1,4941.15,4951.05,2026-02-18 03:44:00,4941.15,STOP LOSS hit,4953.2,4946.6,4949.9,-495.00000000007276,0.0,-495.00000000007276,-1.0,189343.99999999977,14.0
96,96,SELL,1.0,london,2026-02-18 03:00:00,2,2026-02-18 08:00:00,4963.3,4968.25,4958.35,2026-02-18 08:00:00,4968.25,STOP LOSS hit,4953.2,4946.6,4949.9,-494.9999999999818,0.0,-494.9999999999818,-1.0,188848.9999999998,0.0
99,99,SELL,1.0,london,2026-02-19 03:00:00,1,2026-02-19 03:30:00,5033.2,5038.0,5028.4,2026-02-19 03:44:00,5038.0,STOP LOSS hit,5030.3,5023.9,5027.1,-480.0000000000182,0.0,-480.0000000000182,-1.0,189253.9999999997,14.0
104,104,BUY,1.0,london,2026-02-23 03:00:00,1,2026-02-23 03:30:00,5146.0,5139.55,5152.45,2026-02-23 03:33:00,5152.45,TAKE PROFIT hit,5160.8,5152.2,5156.5,644.9999999999818,0.0,644.9999999999818,1.0,189643.99999999953,3.0
106,106,BUY,1.0,london,2026-02-24 03:00:00,1,2026-02-24 04:30:00,5187.9,5180.32,5195.48,2026-02-24 05:22:00,5195.48,TAKE PROFIT hit,5199.0,5188.9,5193.95,757.9999999999927,0.0,757.9999999999927,1.0,193161.99999999956,52.0
107,107,BUY,1.0,london,2026-02-24 03:00:00,2,2026-02-24 07:15:00,5186.4,5178.82,5193.98,2026-02-24 07:17:00,5178.82,STOP LOSS hit,5199.0,5188.9,5193.95,-757.9999999999927,0.0,-757.9999999999927,-1.0,192403.99999999956,2.0
110,110,SELL,1.0,london,2026-02-25 03:00:00,1,2026-02-25 03:30:00,5212.8,5217.38,5208.22,2026-02-25 03:51:00,5208.22,TAKE PROFIT hit,5209.6,5203.5,5206.55,457.9999999999927,0.0,457.9999999999927,1.0,193706.99999999956,21.0
111,111,BUY,1.0,london,2026-02-25 03:00:00,2,2026-02-25 04:15:00,5202.6,5198.02,5207.18,2026-02-25 04:22:00,5207.18,TAKE PROFIT hit,5209.6,5203.5,5206.55,457.9999999999927,0.0,457.9999999999927,1.0,194164.99999999956,7.0
112,112,SELL,1.0,london,2026-02-25 03:00:00,3,2026-02-25 04:45:00,5210.1,5214.68,5205.52,2026-02-25 05:01:00,5214.68,STOP LOSS hit,5209.6,5203.5,5206.55,-457.9999999999927,0.0,-457.9999999999927,-1.0,193706.99999999956,16.0
114,114,BUY,1.0,london,2026-02-26 03:00:00,1,2026-02-26 03:30:00,5192.6,5183.6,5201.6,2026-02-26 03:47:00,5183.6,STOP LOSS hit,5207.9,5195.9,5201.9,-900.0,0.0,-900.0,-1.0,192576.99999999953,17.0
115,115,BUY,1.0,london,2026-02-26 03:00:00,2,2026-02-26 05:30:00,5194.9,5185.9,5203.9,2026-02-26 05:50:00,5185.9,STOP LOSS hit,5207.9,5195.9,5201.9,-900.0,0.0,-900.0,-1.0,191676.99999999953,20.0
116,116,BUY,1.0,london,2026-02-26 03:00:00,3,2026-02-26 08:15:00,5189.9,5180.9,5198.9,2026-02-26 08:44:00,5180.9,STOP LOSS hit,5207.9,5195.9,5201.9,-900.0,0.0,-900.0,-1.0,190776.99999999953,29.0
120,120,BUY,1.0,london,2026-03-03 03:00:00,1,2026-03-03 03:30:00,5325.7,5313.93,5337.47,2026-03-03 03:34:00,5313.93,STOP LOSS hit,5349.0,5333.3,5341.15,-1176.9999999999527,0.0,-1176.9999999999527,-1.0,185419.99999999956,4.0
122,122,SELL,1.0,london,2026-03-05 03:00:00,1,2026-03-05 04:00:00,5175.9,5191.27,5160.53,2026-03-05 04:08:00,5191.27,STOP LOSS hit,5172.0,5151.5,5161.75,-1537.00000000008,0.0,-1537.00000000008,-1.0,186342.9999999995,8.0
123,123,SELL,1.0,london,2026-03-05 03:00:00,2,2026-03-05 06:00:00,5175.5,5190.88,5160.12,2026-03-05 08:09:00,5160.12,TAKE PROFIT hit,5172.0,5151.5,5161.75,1538.000000000011,0.0,1538.000000000011,1.0,187880.9999999995,129.0
124,124,BUY,1.0,london,2026-03-05 03:00:00,3,2026-03-05 08:30:00,5130.7,5115.32,5146.08,2026-03-05 08:43:00,5146.08,TAKE PROFIT hit,5172.0,5151.5,5161.75,1538.000000000011,0.0,1538.000000000011,1.0,189418.9999999995,13.0
129,129,SELL,1.0,london,2026-03-09 03:00:00,1,2026-03-09 03:30:00,5114.4,5125.2,5103.6,2026-03-09 03:46:00,5103.6,TAKE PROFIT hit,5109.8,5095.4,5102.6,1079.9999999999272,0.0,1079.9999999999272,0.9999999999999157,194523.99999999942,16.0
130,130,SELL,1.0,london,2026-03-09 03:00:00,2,2026-03-09 05:15:00,5120.8,5131.6,5110.0,2026-03-09 05:28:00,5131.6,STOP LOSS hit,5109.8,5095.4,5102.6,-1080.0000000000182,0.0,-1080.0000000000182,-1.0,193443.9999999994,13.0
131,131,BUY,1.0,london,2026-03-09 03:00:00,3,2026-03-09 07:00:00,5094.8,5084.0,5105.6,2026-03-09 08:02:00,5105.6,TAKE PROFIT hit,5109.8,5095.4,5102.6,1080.0000000000182,0.0,1080.0000000000182,1.0,194523.99999999942,62.0
134,134,BUY,1.0,london,2026-03-10 03:00:00,1,2026-03-10 03:30:00,5179.0,5172.77,5185.23,2026-03-10 03:40:00,5185.23,TAKE PROFIT hit,5188.0,5179.7,5183.85,622.9999999999563,0.0,622.9999999999563,1.0,196606.99999999942,10.0
135,135,SELL,1.0,london,2026-03-10 03:00:00,2,2026-03-10 04:00:00,5190.6,5196.83,5184.37,2026-03-10 04:30:00,5196.83,STOP LOSS hit,5188.0,5179.7,5183.85,-622.9999999999563,0.0,-622.9999999999563,-1.0,195983.99999999948,30.0
136,136,BUY,1.0,london,2026-03-10 03:00:00,3,2026-03-10 06:45:00,5178.1,5171.88,5184.32,2026-03-10 06:51:00,5184.32,TAKE PROFIT hit,5188.0,5179.7,5183.85,621.9999999999345,0.0,621.9999999999345,0.9999999999998538,196605.99999999942,6.0
139,139,SELL,1.0,london,2026-03-12 03:00:00,1,2026-03-12 03:45:00,5184.9,5189.4,5180.4,2026-03-12 03:45:00,5189.4,STOP LOSS hit,5176.3,5170.3,5173.3,-450.0,0.0,-450.0,-1.0,199355.99999999942,0.0
140,140,SELL,1.0,london,2026-03-12 03:00:00,2,2026-03-12 08:30:00,5179.4,5183.9,5174.9,2026-03-12 08:40:00,5174.9,TAKE PROFIT hit,5176.3,5170.3,5173.3,450.0,0.0,450.0,1.0,199805.99999999942,10.0
144,144,BUY,1.0,london,2026-03-16 03:00:00,1,2026-03-16 03:30:00,5007.3,5002.28,5012.32,2026-03-16 03:37:00,5002.28,STOP LOSS hit,5020.0,5013.3,5016.65,-502.00000000004366,0.0,-502.00000000004366,-1.0,195558.9999999993,7.0
147,147,SELL,1.0,london,2026-03-17 03:00:00,1,2026-03-17 03:45:00,5027.1,5033.1,5021.1,2026-03-17 03:54:00,5021.1,TAKE PROFIT hit,5021.1,5013.1,5017.1,600.0,0.0,600.0,1.0,195248.99999999936,9.0
148,148,SELL,1.0,london,2026-03-17 03:00:00,2,2026-03-17 05:30:00,5021.5,5027.5,5015.5,2026-03-17 05:41:00,5015.5,TAKE PROFIT hit,5021.1,5013.1,5017.1,600.0,0.0,600.0,1.0,195848.99999999936,11.0
149,149,BUY,1.0,london,2026-03-17 03:00:00,3,2026-03-17 06:15:00,5008.2,5002.2,5014.2,2026-03-17 06:40:00,5002.2,STOP LOSS hit,5021.1,5013.1,5017.1,-600.0,0.0,-600.0,-1.0,195248.99999999936,25.0
152,152,BUY,1.0,london,2026-03-19 03:00:00,1,2026-03-19 03:45:00,4740.8,4725.12,4756.48,2026-03-19 04:05:00,4725.12,STOP LOSS hit,4786.0,4765.1,4775.55,-1568.000000000029,0.0,-1568.000000000029,-1.0,193995.9999999993,20.0
155,155,SELL,1.0,london,2026-03-20 03:00:00,1,2026-03-20 03:30:00,4689.0,4701.38,4676.62,2026-03-20 03:54:00,4701.38,STOP LOSS hit,4685.3,4668.8,4677.05,-1238.000000000011,0.0,-1238.000000000011,-1.0,191147.99999999927,24.0
156,156,BUY,1.0,london,2026-03-20 03:00:00,2,2026-03-20 06:00:00,4668.3,4655.93,4680.67,2026-03-20 06:01:00,4655.93,STOP LOSS hit,4685.3,4668.8,4677.05,-1236.999999999989,0.0,-1236.999999999989,-1.0,189910.99999999927,1.0
157,157,SELL,1.0,london,2026-03-20 03:00:00,3,2026-03-20 08:15:00,4686.9,4699.27,4674.53,2026-03-20 08:31:00,4674.53,TAKE PROFIT hit,4685.3,4668.8,4677.05,1236.999999999989,0.0,1236.999999999989,0.9999999999999265,191147.99999999927,16.0
159,159,SELL,1.0,london,2026-03-23 03:00:00,1,2026-03-23 04:15:00,4255.7,4330.55,4180.85,2026-03-23 07:05:00,4330.55,STOP LOSS hit,4227.0,4127.2,4177.1,-7485.000000000036,0.0,-7485.000000000036,-1.0,186722.99999999927,170.0
162,162,BUY,1.0,london,2026-03-24 03:00:00,1,2026-03-24 04:30:00,4397.3,4377.95,4416.65,2026-03-24 05:01:00,4416.65,TAKE PROFIT hit,4427.6,4401.8,4414.700000000001,1934.9999999999454,0.0,1934.9999999999454,0.999999999999953,190567.99999999924,31.0
163,163,SELL,1.0,london,2026-03-24 03:00:00,2,2026-03-24 06:00:00,4428.0,4447.35,4408.65,2026-03-24 07:01:00,4408.65,TAKE PROFIT hit,4427.6,4401.8,4414.700000000001,1935.0000000000364,0.0,1935.0000000000364,1.0,192502.99999999927,61.0
164,164,BUY,1.0,london,2026-03-24 03:00:00,3,2026-03-24 08:45:00,4369.4,4350.05,4388.75,2026-03-24 08:52:00,4388.75,TAKE PROFIT hit,4427.6,4401.8,4414.700000000001,1935.0000000000364,0.0,1935.0000000000364,1.000000000000047,194437.9999999993,7.0
166,166,SELL,1.0,london,2026-03-25 03:00:00,1,2026-03-25 03:30:00,4559.8,4570.53,4549.07,2026-03-25 03:35:00,4549.07,TAKE PROFIT hit,4557.7,4543.4,4550.549999999999,1073.0000000000473,0.0,1073.0000000000473,1.0000000000000848,202290.9999999994,5.0
167,167,BUY,1.0,london,2026-03-25 03:00:00,2,2026-03-25 04:00:00,4539.2,4528.47,4549.93,2026-03-25 04:08:00,4549.93,TAKE PROFIT hit,4557.7,4543.4,4550.549999999999,1073.0000000000473,0.0,1073.0000000000473,1.0000000000000848,203363.99999999945,8.0
168,168,SELL,1.0,london,2026-03-25 03:00:00,3,2026-03-25 05:15:00,4561.1,4571.83,4550.37,2026-03-25 05:38:00,4550.37,TAKE PROFIT hit,4557.7,4543.4,4550.549999999999,1073.0000000000473,0.0,1073.0000000000473,1.0000000000000848,204436.9999999995,23.0
171,171,SELL,1.0,london,2026-03-26 03:00:00,1,2026-03-26 03:45:00,4456.7,4470.35,4443.05,2026-03-26 04:13:00,4443.05,TAKE PROFIT hit,4456.6,4438.4,4447.5,1364.9999999999636,0.0,1364.9999999999636,0.9999999999999334,206446.99999999948,28.0
172,172,BUY,1.0,london,2026-03-26 03:00:00,2,2026-03-26 04:30:00,4425.1,4411.45,4438.75,2026-03-26 04:43:00,4411.45,STOP LOSS hit,4456.6,4438.4,4447.5,-1365.0000000000546,0.0,-1365.0000000000546,-1.0,205081.99999999942,13.0
173,173,BUY,1.0,london,2026-03-26 03:00:00,3,2026-03-26 06:45:00,4424.6,4410.95,4438.25,2026-03-26 06:50:00,4438.25,TAKE PROFIT hit,4456.6,4438.4,4447.5,1364.9999999999636,0.0,1364.9999999999636,0.9999999999999334,206446.9999999994,5.0
176,176,BUY,1.0,london,2026-03-27 03:00:00,1,2026-03-27 04:30:00,4461.7,4450.0,4473.4,2026-03-27 05:10:00,4450.0,STOP LOSS hit,4489.8,4474.2,4482.0,-1169.9999999999818,0.0,-1169.9999999999818,-1.0,206846.9999999994,40.0
179,179,BUY,1.0,london,2026-03-30 03:00:00,1,2026-03-30 03:30:00,4550.0,4541.82,4558.18,2026-03-30 04:05:00,4558.18,TAKE PROFIT hit,4562.3,4551.4,4556.85,818.0000000000291,0.0,818.0000000000291,1.0,209639.99999999942,35.0
180,180,SELL,1.0,london,2026-03-30 03:00:00,2,2026-03-30 05:00:00,4566.6,4574.78,4558.42,2026-03-30 05:11:00,4558.42,TAKE PROFIT hit,4562.3,4551.4,4556.85,818.0000000000291,0.0,818.0000000000291,1.0000000000001112,210457.99999999945,11.0
